Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
7,121,,24.0,24.0,,6000000.0,6000000.0,320.0,320.0,2,,1.0,1.0,6.0,94105,1487874436366
5,435,,3.0,3.0,,35000.0,42000.0,2.0,2.0,2,,5.0,5.0,5.0,94117,1480771426071
7,1342,0.0,4.0,4.0,,100000.0,100000.0,8.0,8.0,2,,5.0,5.0,3.0,94108,1488917297227
1,199,,2.0,2.0,,50000.0,50000.0,,,2,,3.0,3.0,8.0,94114,1490025489122
5,1160,,4.0,4.0,,46774.0,60153.0,0.0,0.0,2,,1.0,1.0,3.0,94111,148006059145
4,101,,1.0,1.0,,38000.0,38000.0,0.0,0.0,2,,5.0,5.0,10.0,94124,1488820184363
2,1912,,3.0,3.0,,40000.0,55000.0,6.0,6.0,2,,5.0,5.0,9.0,94103,1481064285021
8,299,0.0,17.0,17.0,,5000.0,10139.0,414.0,414.0,2,,1.0,1.0,6.0,94105,1482247480964
6,435,0.0,2.0,2.0,,1.0,1.0,,,2,,5.0,5.0,6.0,94107,1489153481923
4,101,,20.0,20.0,,9015.0,9015.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1484645368933
4,845,,9.0,9.0,,3500.0,3500.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1488525448478
2,900,,1.0,1.0,,2000.0,2000.0,,,2,,1.0,1.0,10.0,94124,1491247173663
5,1,,0.0,3.0,,10000.0,15000.0,0.0,1.0,2,,,5.0,3.0,94109,147951761940
4,5114,,2.0,2.0,,35000.0,35000.0,1.0,1.0,2,,5.0,5.0,10.0,94124,1481105180599
3,501,,8.0,8.0,,1000.0,1000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1487891362134
3,1395,,,,,500000.0,500000.0,,,2,,,,10.0,94107,1490495289308
6,845,,8.0,8.0,,2500.0,2500.0,,,2,,1.0,1.0,6.0,94103,1488176448478
7,548,,2.0,2.0,,25000.0,25000.0,0.0,0.0,2,,5.0,5.0,6.0,94107,1481763167396
3,680,,14.0,14.0,,500000.0,680000.0,,,2,,1.0,1.0,6.0,94107,1488793458558
1,135,,5.0,5.0,,70000.0,70000.0,,,2,,1.0,1.0,6.0,94107,1480953167874
7,650,,4.0,4.0,,208500.0,208500.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1488118167599
7,299,0.0,17.0,17.0,,5000.0,10139.0,414.0,414.0,2,,1.0,1.0,6.0,94105,1490984480964
8,650,0.0,34.0,34.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1487929296980
7,301,,58.0,58.0,,17000.0,17000.0,420.0,420.0,2,,1.0,1.0,6.0,94105,1485587499422
4,170,,8.0,8.0,,3000.0,3000.0,0.0,0.0,2,,1.0,1.0,3.0,94102,148116869348
5,445,,2.0,2.0,,1.0,9000.0,,,2,,3.0,3.0,6.0,94103,1490914164794
6,49,,0.0,16.0,,19200.0,19200.0,0.0,0.0,2,,,1.0,6.0,94103,1486198510077
4,845,,9.0,9.0,,120000.0,120000.0,,,2,,1.0,1.0,6.0,94103,1481380448478
5,2350,,4.0,4.0,,100000.0,100000.0,,,2,,2.0,2.0,1.0,94118,149087389673
2,4,,45.0,45.0,,41984.0,0.0,,,2,,1.0,1.0,3.0,94111,148894863351
7,1446,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,6.0,94102,148322482629
6,36,,2.0,2.0,,100000.0,130000.0,,,2,,5.0,5.0,6.0,94107,1490892373152
5,1355,,4.0,4.0,,10375.0,11471.0,12.0,13.0,2,,5.0,5.0,2.0,94123,148928671259
7,1,,1.0,1.0,,190000.0,190000.0,,,2,,1.0,1.0,8.0,94114,1491879381367
8,750,,,9.0,,25000.0,0.0,,79.0,2,,,1.0,6.0,94107,1482138165843
4,123,0.0,29.0,29.0,,376144.0,1200000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1489721480609
7,1201,,4.0,4.0,,68060.0,68060.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1484262373860
7,549,,3.0,3.0,,150000.0,150000.0,5.0,5.0,2,,5.0,5.0,3.0,94133,148098657426
1,170,,9.0,9.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94102,147998469348
7,2633,,2.0,2.0,,2500.0,2500.0,,,2,,5.0,5.0,9.0,94134,1483588182451
3,335,,14.0,14.0,,1.0,1.0,1186.0,1186.0,2,,1.0,1.0,3.0,94102,1484092283785
6,1900,,3.0,3.0,,100000.0,100000.0,,,2,,3.0,3.0,3.0,94109,148868275947
2,1,1.0,12.0,12.0,,500.0,500.0,239.0,239.0,2,,1.0,1.0,2.0,94109,148291279578
6,101,,26.0,26.0,,4680.0,5500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1483580451384
2,1650,,1.0,,,1000.0,1000.0,,,2,,2.0,,10.0,94124,1482272177998
7,274,,6.0,6.0,,17352.0,13000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1472782167205
2,510,,,7.0,,38250.0,38200.0,,0.0,2,,,1.0,6.0,94103,1470837369644
7,300,,2.0,2.0,,1500.0,5000.0,,,2,,5.0,5.0,10.0,94103,1472542168159
7,250,,6.0,6.0,,35400.0,35400.0,46.0,46.0,0,,3.0,3.0,5.0,94102,1473393237247
3,560,,31.0,31.0,,55000.0,55000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1476932454613
5,303,,6.0,6.0,,1000.0,1000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1474595370118
8,3360,,1.0,1.0,,5000.0,5000.0,0.0,0.0,2,,5.0,5.0,9.0,94110,1470980160678
5,1337,0.0,4.0,4.0,,66000.0,66000.0,8.0,8.0,2,,5.0,5.0,3.0,94109,1478482297234
6,455,0.0,5.0,5.0,,6592.0,6600.0,0.0,0.0,2,,1.0,1.0,6.0,94158,1474204471576
7,1454,,4.0,4.0,,80000.0,80000.0,7.0,7.0,2,,5.0,5.0,3.0,94133,147982961765
3,140,0.0,4.0,4.0,,1.0,1.0,143.0,143.0,2,,1.0,1.0,3.0,94102,1473268301123
8,685,,10.0,10.0,,525.0,525.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1479044164499
8,555,201.0,4.0,4.0,,254562.0,254562.0,58.0,58.0,2,,5.0,5.0,9.0,94110,1475308494561
7,132,,2.0,2.0,,3000.0,3000.0,,,2,,3.0,3.0,6.0,94107,1472545165831
7,1115,,2.0,2.0,,1800.0,3000.0,1.0,1.0,0,,5.0,5.0,10.0,94124,1471936182763
4,1201,,,6.0,,1.0,1.0,,259.0,2,,,3.0,10.0,94107,1476626459813
3,44,0.0,43.0,43.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1475496299398
4,50,,37.0,37.0,,78000.0,78000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147921163364
1,1390,0.0,30.0,30.0,,19000.0,25000.0,444.0,444.0,0,,1.0,1.0,6.0,94102,1474644469168
7,590,,3.0,3.0,,3000.0,50000.0,3.0,3.0,2,,5.0,5.0,3.0,94133,147433356770
8,1160,,4.0,4.0,,29000.0,70000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147330759145
3,50,,6.0,6.0,,36000.0,36000.0,63.0,63.0,2,,3.0,3.0,8.0,94102,147168683707
2,1280,,3.0,3.0,,60000.0,120000.0,13.0,13.0,2,,5.0,5.0,3.0,94109,147945672065
5,50,,37.0,37.0,,3598.0,4000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147155063364
4,55,,8.0,8.0,,15464.0,11000.0,0.0,0.0,2,,1.0,1.0,3.0,94133,1475400489803
5,2330,,3.0,3.0,,65000.0,149400.0,8.0,8.0,2,,5.0,5.0,10.0,94103,1478025168175
2,3400,0.0,3.0,3.0,,120000.0,120000.0,170.0,169.0,2,,3.0,3.0,2.0,94123,1477100301689
3,1355,0.0,3.0,3.0,,40000.0,150000.0,12.0,12.0,2,,5.0,5.0,3.0,94109,1479286407012
1,132,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1476079165831
1,1320,,1.0,1.0,,3000.0,3000.0,0.0,0.0,2,,5.0,5.0,10.0,94124,1472190495517
2,852,,4.0,4.0,,4500.0,4500.0,19.0,19.0,2,,5.0,5.0,3.0,94133,1472970283820
1,592,,3.0,3.0,,3000.0,50000.0,3.0,3.0,2,,5.0,5.0,3.0,94133,1474332265879
8,802,,3.0,3.0,,90000.0,108000.0,9.0,9.0,2,,5.0,5.0,3.0,94133,1475190266293
8,888,,5.0,5.0,,42525.0,44727.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1473708373726
1,685,,3.0,3.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94123,147495283855
5,353,,23.0,23.0,,10000.0,10000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147175763381
8,1747,,2.0,2.0,,18000.0,,2.0,2.0,2,,5.0,5.0,8.0,94117,1478219488141
2,33,,20.0,20.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1477201164504
8,501,0.0,7.0,7.0,,500.0,500.0,,,2,,2.0,2.0,1.0,94118,1474908407821
8,510,,,7.0,,52750.0,52750.0,,0.0,2,,,1.0,6.0,94103,1477535369644
3,221,,17.0,17.0,,10722.0,10722.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1474202165681
5,1275,,0.0,0.0,,1.0,1.0,0.0,0.0,2,,,,5.0,94117,98306292643
6,1360,,7.0,7.0,,38000.0,48000.0,38.0,38.0,2,,3.0,3.0,3.0,94109,1474638234656
2,520,,2.0,2.0,,5000.0,5000.0,0.0,0.0,2,,3.0,3.0,3.0,94111,147609462255
3,1055,,,,,1400.0,1400.0,,,2,,3.0,,3.0,94109,146907879867
3,650,,6.0,6.0,,4000.0,4000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1464691348556
2,915,,3.0,3.0,,19912.0,19912.0,75.0,75.0,2,,5.0,5.0,3.0,94133,1457464347834
2,615,,1.0,1.0,,5000.0,11054.0,,,2,,5.0,5.0,10.0,94124,1464386180779
3,575,,2.0,2.0,,11500.0,0.0,0.0,0.0,2,,5.0,5.0,6.0,94103,1458483156860
5,1,,27.0,27.0,,204870.0,204870.0,,,2,,1.0,1.0,6.0,94105,1455921164604
6,744,,2.0,2.0,,18000.0,18000.0,2.0,2.0,0,,5.0,5.0,5.0,94102,1458058507287
4,222,,0.0,6.0,,9744.0,9744.0,0.0,85.0,2,,,1.0,6.0,94105,1468346508236
5,729,0.0,5.0,5.0,,30000.0,30000.0,80.0,80.0,2,,3.0,3.0,3.0,94109,1456341412946
8,53,,4.0,4.0,,10000.0,0.0,6.0,6.0,2,,5.0,5.0,6.0,94103,1464487249275
3,1153,0.0,3.0,3.0,,25000.0,60000.0,6.0,6.0,2,,5.0,5.0,3.0,94109,1457687392338
8,394,,5.0,5.0,,6500.0,6600.0,,,2,,5.0,5.0,3.0,94111,146168261372
4,3032,,4.0,,,2500.0,2500.0,6.0,,2,,5.0,,1.0,94121,145711998161
4,2004,,3.0,3.0,,3000.0,3100.0,4.0,4.0,2,,5.0,5.0,3.0,94109,1459323283269
1,1,,0.0,3.0,,15000.0,150000.0,0.0,1.0,2,,,5.0,3.0,94109,146474161940
8,123,,2.0,2.0,,55000.0,55000.0,,,2,,4.0,4.0,10.0,94124,1458365184467
5,55,,8.0,8.0,,3000.0,3000.0,0.0,0.0,2,,1.0,1.0,3.0,94133,1465796489802
6,560,,31.0,31.0,,877885.0,877885.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1470838454613
6,550,0.0,14.0,14.0,,1.0,1.0,,,2,,2.0,2.0,3.0,94104,1464211296598
8,201,,18.0,18.0,,3762.0,6000.0,,,2,,1.0,1.0,6.0,94105,1454606165689
6,235,,31.0,31.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94104,145867466177
6,2841,,4.0,4.0,,150000.0,160000.0,18.0,18.0,2,,5.0,5.0,2.0,94115,146874287517
1,650,0.0,33.0,33.0,,21500.0,21500.0,,,2,,1.0,1.0,3.0,94108,1464693296980
1,44,,42.0,42.0,,1500.0,1500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,145777967101
2,50,,43.0,43.0,,200000.0,200000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1465461164582
1,280,,3.0,3.0,,30000.0,30000.0,23.0,23.0,2,,4.0,4.0,5.0,94102,1463431273242
1,1,,25.0,25.0,,20000.0,0.0,,,2,,1.0,1.0,3.0,94111,1456670289258
8,3,,30.0,30.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145588663349
8,40,,3.0,3.0,,85000.0,85000.0,2.0,2.0,2,,5.0,5.0,8.0,94114,1466919500701
1,3004,0.0,2.0,2.0,,5000.0,5000.0,2.0,2.0,2,,5.0,5.0,9.0,94110,1464447449368
5,555,0.0,52.0,52.0,,6000.0,6307.0,,,2,,1.0,1.0,3.0,94104,1456892298587
6,2242,,3.0,3.0,,1.0,1.0,2.0,2.0,2,,5.0,5.0,2.0,94115,145877476162
3,235,,25.0,25.0,,1.0,300.0,,,2,,1.0,1.0,3.0,94104,145450066161
8,1408,0.0,5.0,5.0,,1.0,1.0,37.0,37.0,2,,5.0,5.0,3.0,94109,1464879297368
4,2300,,2.0,2.0,,35000.0,35000.0,0.0,0.0,2,,3.0,3.0,9.0,94103,1467745488474
7,1455,,22.0,22.0,,1100.0,0.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1453782394002
8,495,,2.0,2.0,,30000.0,40598.0,,,2,,3.0,3.0,10.0,94107,1462869168320
2,1755,,6.0,6.0,,35000.0,35000.0,48.0,48.0,2,,3.0,3.0,2.0,94109,1456611235988
8,2153,,4.0,4.0,,150000.0,128800.0,6.0,6.0,2,,5.0,5.0,2.0,94109,1465238236163
4,160,,3.0,3.0,,260250.0,260250.0,53.0,53.0,2,,1.0,1.0,3.0,94111,1455777376258
5,1624,0.0,3.0,3.0,,,10000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,1457410301395
3,505,,11.0,11.0,,3110.0,3110.0,,,2,,1.0,1.0,6.0,94105,1461800496570
2,1080,,3.0,3.0,,2000.0,2000.0,2.0,2.0,2,,5.0,5.0,9.0,94110,1456547454805
1,1171,,3.0,3.0,,25550.0,25550.0,,,2,,3.0,3.0,6.0,94103,1465058508254
1,1618,,4.0,4.0,,40000.0,60000.0,13.0,13.0,2,,5.0,5.0,2.0,94123,145488971938
5,1550,,12.0,12.0,,3700.0,3700.0,0.0,0.0,2,,1.0,1.0,9.0,94103,1455965168058
2,353,,23.0,23.0,,20728.0,22000.0,,,2,,1.0,1.0,3.0,94111,145469763381
7,144,,5.0,5.0,,45000.0,45000.0,,,2,,1.0,1.0,6.0,94105,1455638359799
6,275,0.0,32.0,32.0,,8260.0,8260.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1469308296686
2,120,,38.0,38.0,,8500.0,9000.0,0.0,0.0,2,,1.0,1.0,3.0,94108,146899167110
4,235,,25.0,25.0,,2800.0,1200.0,,,2,,1.0,1.0,3.0,94104,146760866161
8,1455,,23.0,23.0,,30000.0,30000.0,,,2,,1.0,1.0,6.0,94103,1457044394002
5,2445,,5.0,5.0,,3500.0,3500.0,,,2,,1.0,1.0,1.0,94117,1467005471972
2,37,0.0,0.0,4.0,,1.0,1.0,0.0,2.0,2,,,5.0,2.0,94118,1460481393220
3,1415,,2.0,2.0,,11000.0,55000.0,10.0,0.0,2,,5.0,5.0,6.0,94103,1454121156582
4,170,,3.0,3.0,,55000.0,84000.0,8.0,8.0,2,,5.0,5.0,9.0,94110,1456471159055
7,101,,0.0,0.0,,1.0,1.0,0.0,0.0,2,,,,10.0,94134,1101946449191
7,2031,,2.0,2.0,,3000.0,4000.0,,,2,,3.0,3.0,2.0,94123,145934971798
8,50,,23.0,23.0,,5250.0,5250.0,,,2,,1.0,1.0,6.0,94105,1455258164587
7,451,,3.0,3.0,,24000.0,24000.0,0.0,0.0,2,,5.0,5.0,3.0,94104,146487363402
8,138,,0.0,12.0,,100000.0,100000.0,0.0,150.0,2,,,1.0,6.0,94107,1455688502554
7,1201,,3.0,3.0,,25000.0,200000.0,,,2,,1.0,1.0,6.0,94103,1464866373860
1,555,,1.0,1.0,,441386.0,441386.0,,,2,,5.0,5.0,4.0,94132,1466532473262
1,555,0.0,52.0,52.0,,6310.0,6310.0,,,2,,1.0,1.0,3.0,94104,1456634298587
3,110,,3.0,3.0,,1100.0,1100.0,,,2,,3.0,3.0,6.0,94105,1463896164621
1,33,,20.0,20.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1462724164504
5,33,,20.0,20.0,,35000.0,0.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1470468164504
1,3620,,3.0,3.0,,4200.0,4200.0,5.0,5.0,0,,5.0,5.0,8.0,94114,1470222158927
8,645,,4.0,4.0,,7500.0,7500.0,,,2,,1.0,1.0,6.0,94107,1455663166653
7,2650,,4.0,4.0,,92000.0,130000.0,27.0,27.0,2,,5.0,5.0,2.0,94123,1462007234981
3,50,,42.0,42.0,,2000000.0,2000000.0,,,2,,1.0,1.0,6.0,94105,1463894164581
8,350,0.0,22.0,22.0,,36000.0,36000.0,,,2,,1.0,1.0,3.0,94104,1467505297063
1,4,,45.0,45.0,,3500.0,5000.0,,,2,,1.0,1.0,3.0,94111,145664663352
8,2170,3.0,6.0,6.0,,150000.0,350000.0,6.0,6.0,2,,2.0,2.0,2.0,94115,145639975571
8,102,,5.0,5.0,,200000.0,200000.0,,,2,,3.0,3.0,10.0,94124,1467126497005
3,2001,,6.0,6.0,,35000.0,35000.0,45.0,45.0,2,,3.0,3.0,2.0,94115,1456610236078
7,230,,1.0,1.0,,7000.0,11584.0,0.0,0.0,2,,2.0,2.0,10.0,94124,1468357382984
6,4,,40.0,40.0,,1120.0,1200.0,,,2,,1.0,1.0,3.0,94111,145463663351
1,3961,,3.0,3.0,,5000.0,5000.0,2.0,2.0,2,,5.0,5.0,2.0,94118,1462797367202
2,200,,2.0,2.0,,49950.0,55000.0,,,2,,3.0,3.0,6.0,94103,1461683168087
3,55,0.0,26.0,26.0,,20560.0,8000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1470063394477
8,47,,2.0,,,3000.0,3000.0,,,2,,2.0,,3.0,94111,1470511506905
4,799,,8.0,8.0,,16982.0,16982.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1467417164442
7,1439,,1.0,1.0,,7000.0,29000.0,,,2,,3.0,3.0,10.0,94124,1462002498821
4,50,,42.0,42.0,,1.0,0.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1462887164582
2,615,,1.0,1.0,,10000.0,10000.0,,,2,,5.0,5.0,10.0,94124,1464383180779
5,300,0.0,25.0,25.0,,23000.0,50000.0,,,2,,1.0,1.0,3.0,94111,1462872296183
1,410,,4.0,4.0,,74750.0,74750.0,,,2,,3.0,3.0,6.0,94107,1453879167648
1,201,,17.0,17.0,,20000.0,20000.0,,,2,,1.0,1.0,3.0,94111,146189466080
2,1769,,3.0,3.0,,2000.0,2000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,1454184388218
6,44,,43.0,43.0,,10000.0,10000.0,,,2,,2.0,2.0,3.0,94104,144963567101
5,114,0.0,14.0,14.0,,43000.0,43000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1450151298814
7,1209,,,,,1.0,,,,0,,,,11.0,94112,1452034372128
8,815,,6.0,6.0,,30000.0,80000.0,41.0,41.0,2,,2.0,2.0,5.0,94109,145259280428
8,101,,61.0,61.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1451748489715
2,221,,16.0,16.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1450172165681
7,101,,48.0,48.0,,5000.0,5000.0,,,2,,1.0,1.0,3.0,94111,145177766081
3,601,,20.0,20.0,,4000.0,6000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144963662299
5,2501,,1.0,1.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,2.0,94115,144954477929
4,450,,4.0,4.0,,12995.0,13000.0,41.0,41.0,2,,3.0,3.0,5.0,94102,1450248506678
8,1864,,3.0,3.0,,57600.0,57600.0,6.0,6.0,2,,5.0,5.0,3.0,94109,1450617232561
3,555,,21.0,21.0,,6400.0,6400.0,,,2,,1.0,1.0,6.0,94105,1451358507761
6,1823,0.0,4.0,4.0,,107000.0,107000.0,5.0,5.0,2,,5.0,5.0,5.0,94117,1453362417415
2,1127,0.0,1.0,1.0,,10000.0,10000.0,15.0,15.0,2,,5.0,5.0,6.0,94103,1451855422767
6,4,,40.0,40.0,,1.0,10000.0,,,2,,1.0,1.0,3.0,94111,145288763351
4,1431,,3.0,4.0,,8000.0,16818.0,9.0,11.0,2,,5.0,5.0,5.0,94117,1453224240164
8,301,3.0,58.0,58.0,,15000.0,25000.0,420.0,420.0,2,,1.0,1.0,6.0,94105,1451131499690
1,555,0.0,52.0,52.0,,4080.0,4080.0,,,2,,1.0,1.0,3.0,94104,1451629298587
4,475,,21.0,21.0,,100000.0,100000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145087463342
4,185,,6.0,6.0,,1.0,5000.0,,,2,,1.0,1.0,6.0,94158,1450668348598
7,9,,3.0,3.0,,18000.0,18000.0,3.0,3.0,0,,5.0,5.0,6.0,94103,1449877496274
6,3,,31.0,31.0,,5810.0,5810.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145246263349
3,2107,,2.0,2.0,,17160.0,17160.0,,,2,,5.0,5.0,5.0,94115,1452350388158
8,2323,,1.0,1.0,,150000.0,150000.0,,,2,,3.0,3.0,10.0,94124,1453010371884
8,999,,5.0,5.0,,525582.0,525582.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1452641167593
3,114,,14.0,14.0,,17000.0,17000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,145014466159
7,507,,4.0,4.0,,50000.0,50000.0,2.0,2.0,2,,5.0,5.0,10.0,94107,1451974170838
7,795,,6.0,6.0,,5000.0,5000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1449816349317
2,275,0.0,32.0,32.0,,10900.0,10900.0,,,2,,1.0,1.0,3.0,94104,1450525296686
5,1745,,0.0,0.0,,20000.0,20000.0,0.0,0.0,2,,,,9.0,94103,1085916156878
7,3315,0.0,4.0,4.0,,75000.0,75000.0,15.0,15.0,2,,5.0,5.0,2.0,94123,1453620302406
1,1410,0.0,9.0,9.0,,18000.0,34000.0,78.0,78.0,0,,1.0,1.0,5.0,94115,1449975478909
3,188,,8.0,8.0,,5100.0,5100.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1453486164628
2,555,0.0,60.0,60.0,,75000.0,75000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1453118298587
5,250,,17.0,17.0,,32500.0,32500.0,,,2,,1.0,1.0,3.0,94104,145173066174
2,2072,0.0,3.0,3.0,,18700.0,18000.0,16.0,16.0,2,,5.0,5.0,9.0,94110,1452439404944
6,114,,14.0,14.0,,18000.0,18000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,145014966159
7,1209,,,,,1.0,,,,0,,,,11.0,94112,1452035372128
4,475,0.0,21.0,21.0,,4626.0,4626.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1449841296673
5,100,,33.0,33.0,,10000.0,15000.0,,,2,,1.0,1.0,3.0,94111,145295666079
3,1495,,1.0,1.0,,1.0,1.0,,,2,,1.0,1.0,10.0,94124,1441349175459
8,865,,8.0,8.0,,5000.0,5000.0,,,2,,1.0,1.0,6.0,94103,1445346164435
1,425,0.0,28.0,28.0,,2000.0,2000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1444618298601
2,50,,43.0,43.0,,40000.0,70000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1447257164581
7,270,,7.0,7.0,,1020.0,1020.0,,,2,,1.0,1.0,6.0,94107,1447154167192
4,501,,8.0,8.0,,75000.0,75000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1443903167201
6,2799,,3.0,4.0,,40000.0,40000.0,5.0,5.0,2,,5.0,5.0,2.0,94115,1597576515889
2,535,0.0,5.0,5.0,,20000.0,39100.0,24.0,24.0,2,,2.0,2.0,5.0,94109,1447616300715
6,1,1.0,14.0,14.0,,3050.0,3050.0,239.0,239.0,2,,1.0,1.0,2.0,94109,144499679578
7,890,,12.0,12.0,,1000.0,1577.0,0.0,0.0,2,,1.0,1.0,3.0,94102,1442928374886
1,1140,,5.0,5.0,,2000.0,4250.0,71.0,71.0,2,,1.0,1.0,7.0,94112,1445989504599
2,799,,2.0,2.0,,1620000.0,1620000.0,,,2,,3.0,3.0,2.0,94109,1444883347389
3,799,,8.0,8.0,,10810.0,14300.0,,,2,,1.0,1.0,6.0,94103,1447665164442
4,42,0.0,3.0,3.0,,9000.0,9000.0,2.0,2.0,2,,5.0,5.0,9.0,94110,1443185487719
6,2023,0.0,3.0,3.0,,25000.0,50000.0,11.0,11.0,2,,5.0,5.0,9.0,94110,1442989405015
6,295,,4.0,,,500.0,,,,2,,1.0,,3.0,94133,144412356448
4,3,,31.0,31.0,,7140.0,7140.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144106963349
8,3412,,3.0,3.0,,6500.0,7000.0,24.0,24.0,2,,3.0,3.0,9.0,94110,1445674497070
4,235,0.0,25.0,25.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1447160298626
3,2240,1.0,3.0,3.0,,129890.0,129890.0,5.0,5.0,2,,5.0,5.0,2.0,94123,144197873592
1,2250,,4.0,4.0,,12000.0,12000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,144826174258
8,101,,41.0,41.0,,4500.0,4500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144268766081
2,555,0.0,52.0,52.0,,375000.0,375000.0,,,2,,1.0,1.0,3.0,94104,1442308298587
8,795,,6.0,6.0,,25000.0,25000.0,,,2,,1.0,1.0,6.0,94107,1443457349317
6,580,0.0,23.0,23.0,,2000.0,2000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1442583296596
2,101,,48.0,48.0,,350000.0,350000.0,,,2,,1.0,1.0,3.0,94111,144259466081
3,730,,2.0,2.0,,109000.0,370000.0,0.0,0.0,2,,3.0,3.0,3.0,94111,144500462246
7,760,,11.0,11.0,,605000.0,805000.0,,,2,,1.0,1.0,3.0,94108,144756369778
4,1035,,7.0,7.0,,2000.0,2500.0,0.0,0.0,2,,5.0,5.0,6.0,94103,1442493164356
1,588,,5.0,5.0,,10000.0,50000.0,200.0,200.0,2,,1.0,1.0,6.0,94158,1448377507991
4,580,0.0,23.0,23.0,,4300.0,4300.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1442586296596
4,1,1.0,14.0,14.0,,2000.0,3600.0,239.0,239.0,2,,1.0,1.0,2.0,94109,144499379578
2,1400,,2.0,2.0,,18000.0,18000.0,,,2,,3.0,3.0,6.0,94103,1448895168094
3,455,,23.0,23.0,,350000.0,1100000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1445339164576
7,1355,,11.0,11.0,,28500.0,28500.0,,,2,,1.0,1.0,6.0,94103,1444109347127
2,1712,0.0,3.0,3.0,,10000.0,10000.0,1.0,1.0,2,,5.0,5.0,3.0,94109,1443101295879
3,50,,42.0,42.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1446847164581
7,150,,,4.0,,17000.0,17000.0,,,2,,,1.0,6.0,94107,1446862502963
